Symbol,Beta_5Y_Yahoo,Correlation,R_Squared,Positive_Beta,Negative_Beta,Standard_Error,Months,Positive_Months,Negative_Months,Start_Date,End_Date
FICO,1.3319175733655868,0.5542424917266607,0.30718473963537757,1.6753537778290655,0.8254885393913943,0.2626468861748928,60,40,20,2020-11,2025-10
FAST,0.9392441259978033,0.6364852302991133,0.40511344838891555,0.7275128494202245,1.305396506453597,0.14944907665976662,60,40,20,2020-11,2025-10
FRT,1.1448261736214056,0.718827463774618,0.5167129226766498,1.532397556840642,1.1282839992520435,0.1453796044567067,60,40,20,2020-11,2025-10
FDX,1.3090208615017087,0.6437901449945984,0.414465750792166,0.9875423262123629,1.0949375020717718,0.20429813320820922,60,40,20,2020-11,2025-10
FIS,1.0180600083921136,0.4995966948274875,0.2495968574825496,1.2828166542084594,0.14958912638877278,0.23178597100072032,60,40,20,2020-11,2025-10
FITB,0.9929269205782926,0.5039803407610903,0.25399618387366474,1.092463652353379,0.853225702347672,0.22343963719421442,60,40,20,2020-11,2025-10
FSLR,1.4922021972882624,0.44176207510821974,0.19515373100392042,2.2810389294333318,-0.7821930818673802,0.3979071257747637,60,40,20,2020-11,2025-10
FE,0.5325909357165425,0.4404522130706009,0.19399815199878992,-0.014720963201626164,0.613260553420756,0.14254401797287075,60,40,20,2020-11,2025-10
FI,0.9362032781002136,0.5145330821477365,0.2647442926244494,1.4189602878217256,0.6618521867321148,0.2048623072899888,60,40,20,2020-11,2025-10
F,1.6021562512788496,0.6140469271220816,0.3770536287080712,2.354965029243454,2.2781653277964233,0.27040495137534154,60,40,20,2020-11,2025-10
FTNT,1.082433273088045,0.4535478240266862,0.20570562867934192,0.4155741899163574,1.2539896607586025,0.2792896177713798,60,40,20,2020-11,2025-10
FTV,1.1536280636834702,0.7596937323051157,0.5771345669036768,1.2765833159753273,0.42676644964108024,0.12966249224293336,60,40,20,2020-11,2025-10
FOXA,0.526475689966716,0.36513414017864027,0.13332294032399497,0.41154781223329,0.9265026023532552,0.17625463020569498,60,40,20,2020-11,2025-10
FOX,0.5731491567542256,0.4027419644595911,0.16220108993677054,0.5514867111492792,0.7944565476547469,0.17103960008479224,60,40,20,2020-11,2025-10
BEN,1.498235753615701,0.7024588092299118,0.4934483786647056,1.8298284220683434,1.2990544926504346,0.19932287911683316,60,40,20,2020-11,2025-10
FCX,1.6347398164817344,0.5942078538078641,0.353082973526948,2.38669408832486,1.4197940006626029,0.29054977735950765,60,40,20,2020-11,2025-10
GRMN,1.017183524566581,0.6406369134450483,0.41041565486839826,0.7208915046950847,0.7212515318613771,0.16008341233104703,60,40,20,2020-11,2025-10
IT,1.2001279069071484,0.5416869385400106,0.2934247393848492,1.7179083763070564,0.276309460902952,0.24453689179834626,60,40,20,2020-11,2025-10
GE,1.566023700914939,0.6951881319417073,0.48328653879260086,2.0320725764457253,1.5200639818058308,0.21262135050564512,60,40,20,2020-11,2025-10
GEHC,1.2743599470042177,0.5245902264991495,0.27519490573842914,0.8784132396338407,0.21467832401381973,0.3656011452224118,34,24,10,2023-01,2025-10
GEN,0.9480775136970732,0.4572343255375336,0.20906322844976333,0.8119338481634373,1.106563906989367,0.24213741768622804,60,40,20,2020-11,2025-10
GNRC,1.6903917948891631,0.47476976609639987,0.22540633079923034,0.8960459327854301,1.3766532205041204,0.41145969139283645,60,40,20,2020-11,2025-10
GD,0.46238751030365616,0.3997170961144234,0.1597737569261473,0.8796539537493221,0.14778469764514232,0.13923149781875524,60,40,20,2020-11,2025-10
GIS,-0.03876987595581673,-0.03722492705898436,0.0013856951945467057,-0.011525211955468274,-0.7957110433298454,0.13666126948999233,60,40,20,2020-11,2025-10
GM,1.4093048730547977,0.6170210985137472,0.38071503601111134,2.359191303595903,2.2858144845604085,0.23601315473003165,60,40,20,2020-11,2025-10
GPC,0.761397566312641,0.4854890639221136,0.23569963118797022,1.2886820927109437,-0.397104774553429,0.18003215109637374,60,40,20,2020-11,2025-10
GILD,0.31285421244566625,0.21301024098799562,0.04537336276576396,0.025011968068763712,1.0015202675960042,0.18842750633468813,60,40,20,2020-11,2025-10
GPN,0.9561603130269168,0.4363961815523974,0.19044162727351305,1.2865393783532186,-0.21893750206886525,0.2588569676459347,60,40,20,2020-11,2025-10
GL,0.5636977345685321,0.3467147122850949,0.12021109171493616,0.892518503032171,-0.17064689874398653,0.20023927457055724,60,40,20,2020-11,2025-10
GDDY,0.9640966776659882,0.487293092427483,0.23745455792753953,2.116411184789384,0.5385770852188527,0.22685544051904005,60,40,20,2020-11,2025-10
GS,1.4190634661780355,0.757637555987634,0.5740146662429156,1.4543544600735487,1.099574949982309,0.16051796733934826,60,40,20,2020-11,2025-10
HAL,1.0297290333109683,0.34922359667643094,0.1219571204756225,1.662429879897137,-0.07290208201460882,0.3627966288810059,60,40,20,2020-11,2025-10
HIG,0.703046454793898,0.4574313188881027,0.20924341149970913,0.8385895277814195,0.0978747416076409,0.17945912226751498,60,40,20,2020-11,2025-10
HAS,0.6148861316460299,0.34244660785412767,0.1172696792307987,0.22238653312708634,0.517029092414173,0.22151434441904003,60,40,20,2020-11,2025-10
HCA,1.4130034613424456,0.6556701468576618,0.42990334148034776,1.473717389869477,0.6169361417336354,0.21365746255696572,60,40,20,2020-11,2025-10
DOC,1.1090761907140652,0.6553319751484699,0.4294599976519949,1.0144578109739764,0.2867428726555081,0.1678529879042358,60,40,20,2020-11,2025-10
HSIC,0.8502370325131976,0.5258256832966925,0.2764926492144335,0.604975034294467,0.2720012220346703,0.18059499048133612,60,40,20,2020-11,2025-10
HSY,0.24712085975021128,0.20663817717607938,0.042699336266652774,0.3007948450279797,-0.13578987683889102,0.15364167292978023,60,40,20,2020-11,2025-10
HPE,1.4350782302439178,0.6896929040794177,0.4756763019375011,1.8618291674775436,1.2387748139283268,0.19783611062025677,60,40,20,2020-11,2025-10
HLT,1.2090610707975658,0.6921038131472261,0.47900768817293066,1.7983425086022349,0.8766486610290962,0.1655688592415357,60,40,20,2020-11,2025-10
HOLX,0.6472951034663648,0.49944126616779055,0.2494415783512858,0.20364609421261554,0.5011618926913505,0.14743349239902118,60,40,20,2020-11,2025-10
HD,1.0070266453704035,0.6652943907361468,0.4426166263449808,1.018994058600909,0.46664132534749664,0.1483850366291125,60,40,20,2020-11,2025-10
HON,1.0713056868555388,0.7150358000081217,0.5112761952932546,1.8351898111646867,0.3186134239414774,0.13753187812390302,60,40,20,2020-11,2025-10
HRL,0.30264465022663734,0.2342742690157895,0.0548844331228825,0.49512292800201474,-0.12926674005134267,0.164906157166663,60,40,20,2020-11,2025-10
HST,1.3709001863745955,0.6745788572335053,0.45505663462646195,2.228157676801294,0.4462340370645868,0.19698574445012038,60,40,20,2020-11,2025-10
HWM,1.4709251413312514,0.6218626480359287,0.3867131530222575,2.1705889018046567,0.9844179803014016,0.24322820105716356,60,40,20,2020-11,2025-10
HPQ,1.289184124394211,0.6409038748083861,0.4107577767444034,1.362255075091189,1.2366076218753908,0.20274725567906512,60,40,20,2020-11,2025-10
HUBB,0.9937422931371948,0.5674240581260861,0.3219700617402759,1.2843426392501118,-0.030544707244280805,0.18935486450170355,60,40,20,2020-11,2025-10
HUM,0.4135842192486909,0.20340273023205288,0.04137267066585331,0.2680299111447919,-0.8518494530216387,0.2614075264298937,60,40,20,2020-11,2025-10
HBAN,1.0221714522108472,0.5557342485623474,0.30884055502515695,1.416574970699826,0.6847946525271577,0.2007852068022652,60,40,20,2020-11,2025-10
HII,0.39628145832279255,0.21358187439216292,0.04561721706886966,0.6730142823515136,-1.2597742113889263,0.23800531754495877,60,40,20,2020-11,2025-10
IBM,0.7096940359771803,0.4465623154326011,0.19941790156452593,0.33352252959891704,-0.024728676113524365,0.18671449106388818,60,40,20,2020-11,2025-10
IEX,1.0349636446793866,0.7183340885937461,0.5160038628358079,1.462291926169003,-0.16639434092909378,0.13161505485211505,60,40,20,2020-11,2025-10
IDXX,1.6231045679778495,0.7278557209496942,0.5297739505191993,1.7427072880081653,1.04500753823281,0.2007892906831509,60,40,20,2020-11,2025-10
ITW,1.122392076256564,0.7962209898239992,0.6339678646363093,1.373982317215768,0.766215901218352,0.11198415590578552,60,40,20,2020-11,2025-10
INCY,0.7348749896083917,0.4511717217337318,0.20355592249217994,0.5057386740656673,0.9094441588062637,0.19086893157009235,60,40,20,2020-11,2025-10
IR,1.4385620689334753,0.7759973845112953,0.6021719407683712,2.0562607045741794,0.9925647213342033,0.15353311319889262,60,40,20,2020-11,2025-10
PODD,1.3930918417983165,0.5352519823019701,0.28649468455818866,2.7097371178175464,0.040018174601050976,0.2886729392452083,60,40,20,2020-11,2025-10
INTC,1.2995694280362358,0.46888713797456816,0.2198551481579817,0.8899186018267777,1.9847927282459439,0.3214436072175516,60,40,20,2020-11,2025-10
IBKR,1.2195990017303993,0.56733434059591,0.3218682540193958,1.2831316991806223,1.3406655273802923,0.23244543916895538,60,40,20,2020-11,2025-10
ICE,1.074570334017692,0.7358213689296823,0.5414330869735517,1.4617731616471485,1.0089375701849135,0.12985234946145868,60,40,20,2020-11,2025-10
IFF,1.0409157165525729,0.5793638343977775,0.33566245260809535,0.7808762433943398,0.8204688534890785,0.19228463701901027,60,40,20,2020-11,2025-10
IP,1.1407332387808045,0.572221032778969,0.32743691035462985,1.0531980027053598,1.0617546910320341,0.21467071230862145,60,40,20,2020-11,2025-10
IPG,1.1289949527770795,0.6674554950152999,0.4454968378261193,1.264674720072286,0.5227439006687553,0.16538941243762675,60,40,20,2020-11,2025-10
INTU,1.2564943003838633,0.6985167551470755,0.4879256572211995,1.7783404062001686,1.3244587929138696,0.16901926406383858,60,40,20,2020-11,2025-10
ISRG,1.6080446033793563,0.7293400674155404,0.5319369339377048,1.5167041351822033,1.4448226280699599,0.19806430202015327,60,40,20,2020-11,2025-10
IVZ,1.7224983885239302,0.6840933173267878,0.4679836668111692,1.5357166697014584,1.7355022922955037,0.24115260758462972,60,40,20,2020-11,2025-10
INVH,0.8185154759304561,0.6139041379603294,0.37687829060481526,0.8284627392607411,0.31488089176976236,0.1381970519875008,60,40,20,2020-11,2025-10
IQV,1.3314155010492514,0.6628589705046921,0.43938201477854044,1.277046061740845,0.25308799835200013,0.19747493852635092,60,40,20,2020-11,2025-10
IRM,1.0637031486534998,0.6233151626637938,0.38852179200659176,0.6403935780623092,1.5838022307245987,0.1752222482869478,60,40,20,2020-11,2025-10
JBHT,1.2485977835882944,0.742085058297956,0.5506902337490807,1.322181388867487,0.8040023660397122,0.14809070646072697,60,40,20,2020-11,2025-10
JBL,1.2621328975377035,0.5885390758218885,0.3463782437692827,1.3348976839262092,1.4088998313745664,0.2276559664299117,60,40,20,2020-11,2025-10
JKHY,0.7607781297598176,0.5663095115736495,0.32070646289878546,1.1813486236561532,-0.13585484096670516,0.1453847680592074,60,40,20,2020-11,2025-10
J,0.8292304554074319,0.6152572349034781,0.3785414651010737,0.48454866114449613,0.9427237010335763,0.13951168898349386,60,40,20,2020-11,2025-10
JNJ,0.38146889392267286,0.36811979167535464,0.13551218102310653,0.0007043585784483031,-0.2340613364794131,0.12651307300030792,60,40,20,2020-11,2025-10
JCI,1.3593930785454018,0.7448847500423524,0.554853290845658,1.6555391734157798,1.2126610645098437,0.159879785905324,60,40,20,2020-11,2025-10
JPM,1.1484237886182438,0.7077580399461909,0.5009214431084739,1.1972985412018093,1.2088109999176782,0.15051778786986741,60,40,20,2020-11,2025-10
K,0.230603387830093,0.16834110219134277,0.028338726686996118,-0.0036475938857525292,-0.38313600933054026,0.1773041770246821,60,40,20,2020-11,2025-10
KVUE,0.7180232649173721,0.28586672422694936,0.08171978402024668,0.5304227926512307,1.6983978347246511,0.46321289717160763,29,20,9,2023-06,2025-10
KDP,0.4265700249747703,0.346421180371101,0.12000763420970692,1.1509024249316844,-0.10688795710032212,0.1516740741838598,60,40,20,2020-11,2025-10
KEY,1.1914194298873915,0.510817451976795,0.2609344692440652,1.6704740222564651,0.9378048737177741,0.26328518917164223,60,40,20,2020-11,2025-10
KEYS,1.2170467334132506,0.6786224259851874,0.46052839705002113,1.2411619162607208,0.4748737804688493,0.17296146109811647,60,40,20,2020-11,2025-10
KMB,0.26652703074428385,0.21904823242784588,0.0479821281297636,0.5451660229764259,-0.3269639457322667,0.15588705836314895,60,40,20,2020-11,2025-10
KIM,1.294236213097791,0.7027645228420061,0.4938779745653528,2.254631405282694,0.9190921558888464,0.17203520925125498,60,40,20,2020-11,2025-10
KMI,0.7813459525892902,0.5483093324226289,0.3006431240217492,1.3242411966516716,0.7111811498511886,0.15647795324017708,60,40,20,2020-11,2025-10
KKR,1.9336733737057132,0.7729295477907772,0.5974200858480553,2.2144042274378384,1.3291652198831023,0.20842761636152646,60,40,20,2020-11,2025-10
KLAC,1.5190783470204101,0.7114543303668653,0.5061672641977648,1.5889073370924789,1.5986111832358243,0.19701944314544895,60,40,20,2020-11,2025-10
KHC,0.16758401637021553,0.12629753733985397,0.015951067938111806,0.535636830716963,-0.5382760617781602,0.17283514672540246,60,40,20,2020-11,2025-10
KR,0.5618351929453854,0.37611471978282934,0.1414622824373162,0.07906045235622511,1.543302945113713,0.18174158114624675,60,40,20,2020-11,2025-10
LHX,0.756189788862807,0.4858554964114035,0.23605556339317138,1.1729309485835375,0.351908105776839,0.1786243156340317,60,40,20,2020-11,2025-10
LH,0.9267540655064868,0.6823584285319921,0.46561302498865,0.7509390555334041,1.4337829543932938,0.1303664606323974,60,40,20,2020-11,2025-10
LRCX,1.860426890990342,0.7168966082806676,0.5139407469643249,1.8109360786973603,2.2123271342103035,0.23756731722680613,60,40,20,2020-11,2025-10
LW,0.5049321858031379,0.24752307230951165,0.061267671325539744,1.3813093984785036,-0.7793970261419467,0.25952204715047417,60,40,20,2020-11,2025-10
LVS,1.0284801095770504,0.4155257408768058,0.17266164133121842,1.3334570335315339,-0.10049146948182831,0.29561437433030885,60,40,20,2020-11,2025-10
LDOS,0.6958183865574963,0.39618050919684716,0.1569589958674731,1.4242706484932457,0.7550481643594721,0.21174499178806208,60,40,20,2020-11,2025-10
LEN,1.3654805437659634,0.6445693301461665,0.41546962136507787,1.3423678711713447,0.41521237163509384,0.21266960573534913,60,40,20,2020-11,2025-10
LII,1.1094224933386305,0.6906077312344425,0.476939038440784,1.1641760387707576,1.250642112155959,0.15255543623727572,60,40,20,2020-11,2025-10
LLY,0.4183347530957975,0.2072623073654388,0.04295766405444563,-0.13258632035238394,0.9148385221308261,0.25927174726403185,60,40,20,2020-11,2025-10
LIN,0.9193054681442097,0.7029427610103338,0.49412852525683115,1.0330355778986542,0.5196572755103708,0.12213664305847091,60,40,20,2020-11,2025-10
LYV,1.3857187079344309,0.5890577415236017,0.34698902284888633,1.571682298493103,1.5785745543649115,0.24961084839830375,60,40,20,2020-11,2025-10
LKQ,0.9073581544619458,0.5005849955152752,0.2505853377350281,1.3960533414197733,-0.06099457939869939,0.2060383269674552,60,40,20,2020-11,2025-10
LMT,0.24797707770521343,0.17521220811484936,0.030699317872481285,0.24004637744972337,0.42777359849579266,0.18296264805563334,60,40,20,2020-11,2025-10
L,0.7298448736744979,0.6051180127789012,0.3661678093894863,1.0354336949436038,0.5065812830891924,0.1260850602355398,60,40,20,2020-11,2025-10
LOW,0.8783036058616668,0.5726886980210782,0.32797234484107773,0.6538142746887834,0.5519734927313941,0.1650842455310659,60,40,20,2020-11,2025-10
LULU,1.0779990351098634,0.43301269102280515,0.18749999058681133,2.502608525846936,1.2018694418117535,0.29465610082922844,60,40,20,2020-11,2025-10
LYB,0.879520645301296,0.5105096939236825,0.260620147590052,1.0018991869858422,0.06311229994705202,0.19451892212345215,60,40,20,2020-11,2025-10
MTB,0.6696572042050277,0.38099589474928697,0.14515787181580983,0.8198339246524984,0.38188629281222175,0.21338368499916072,60,40,20,2020-11,2025-10
MPC,0.9048891971052697,0.4262717538694126,0.181707608146905,1.4327981022577088,0.1918114040868657,0.2521442724749683,60,40,20,2020-11,2025-10
MAR,1.3616576535357987,0.6634099034256665,0.4401126999632522,2.1883011118170956,0.8862604910745404,0.20166117462221408,60,40,20,2020-11,2025-10
MMC,0.7869186905163787,0.6403054981037576,0.4099911309019011,0.8816561672445173,0.45406293762286215,0.12395324560006837,60,40,20,2020-11,2025-10
MLM,1.0653329708472563,0.6364636328967558,0.40508595600013647,0.869735677373123,1.4686745164290442,0.16952153984840454,60,40,20,2020-11,2025-10
MAS,1.1850325153059256,0.6436673941042172,0.41430771423291385,0.9763307685562927,0.28195267260644113,0.18500757563241574,60,40,20,2020-11,2025-10
MA,0.9280904946426664,0.6335202124174322,0.4013478595414284,1.3049837915489686,0.5314783218131146,0.1488343318590535,60,40,20,2020-11,2025-10
MTCH,1.4249605025158125,0.5371615599052683,0.28854254143986124,0.5917381218034491,1.2152201326587513,0.2938044516441181,60,40,20,2020-11,2025-10
MKC,0.6159454121372757,0.4480918864596171,0.20078633871093846,0.4261772927928381,0.5138468250662075,0.1613587783281382,60,40,20,2020-11,2025-10
MCD,0.502028996167764,0.4789627408420328,0.22940530711491236,0.6062423041698242,0.3731724478407148,0.12081645305754554,60,40,20,2020-11,2025-10
MCK,0.5105238093564044,0.3306996191275702,0.10936223809111997,1.166660318593579,0.5424286721376552,0.19130171435466853,60,40,20,2020-11,2025-10
MDT,0.7783974488174527,0.5609161096285323,0.3146268820408077,0.5790884587353768,0.13536327511980556,0.1508526789285003,60,40,20,2020-11,2025-10
MRK,0.3377764630359195,0.24538167797441476,0.0602121678855394,0.4442011399389332,-1.285205438907378,0.17522181068644668,60,40,20,2020-11,2025-10
META,1.2142662211172857,0.4688954754760741,0.21986296692193363,-0.0030371011543100764,1.4264657889239833,0.3003373345203578,60,40,20,2020-11,2025-10
MET,0.8803732662338082,0.506833716504124,0.2568804161853829,1.3255719764776235,0.3395667045806225,0.19661502578306977,60,40,20,2020-11,2025-10
MTD,1.4005184832892226,0.7513427717929896,0.5645159607255724,1.5431541465919352,0.5695717449001624,0.16151871713917737,60,40,20,2020-11,2025-10
MGM,1.6737709638289693,0.6443799213012317,0.4152254829761815,2.717801386558177,0.6435648848990597,0.26081601362828644,60,40,20,2020-11,2025-10
MCHP,1.5696515417585932,0.6440605719557828,0.41481402034801024,2.189629810905724,1.5735906316202453,0.24479891974199808,60,40,20,2020-11,2025-10
MU,1.5975262114554114,0.5525594579079027,0.3053219545234753,1.4005555434709545,2.2262858857160794,0.3164074973992599,60,40,20,2020-11,2025-10
MSFT,1.0230673384752818,0.7248304900401609,0.5253792392918599,0.9081801518081669,1.3241377987841167,0.1276812527326615,60,40,20,2020-11,2025-10
MAA,0.7913993179950258,0.5778863752249894,0.33395266267067725,0.8744880136841839,0.7519057831374287,0.14675461514602062,60,40,20,2020-11,2025-10
MRNA,2.013473404481844,0.3598682508925893,0.12950515800049162,4.103696985740951,1.6533122980745074,0.6854431943001617,60,40,20,2020-11,2025-10
MHK,1.3260570851230442,0.5268324851283125,0.2775524673864736,0.8195700886452632,-0.1962710969858481,0.28091752495170813,60,40,20,2020-11,2025-10
MOH,0.5629350244219896,0.2676105412828478,0.07161540180569881,1.0786292816686573,0.03803885508225705,0.2661368550241611,60,40,20,2020-11,2025-10
TAP,0.6562168408360196,0.3648044870048567,0.13308231373887663,1.094949465295001,0.3709198348047684,0.21991868761175964,60,40,20,2020-11,2025-10
MDLZ,0.4275887165594699,0.36473616397360586,0.13303246931018112,0.6284882357002584,0.02080016361004938,0.14332925044511452,60,40,20,2020-11,2025-10
MPWR,1.327379581263975,0.5306385191261881,0.2815772379804339,0.5856922107155431,2.0974249947992076,0.27840203504768274,60,40,20,2020-11,2025-10
MNST,0.5294084033075016,0.3894288307235994,0.15165481419874985,0.747141257295969,-0.12203608939312881,0.16441257565743048,60,40,20,2020-11,2025-10
MCO,1.3988363882316897,0.8552812723472488,0.7315060548279292,1.3949582549316757,0.86034534263118,0.11127848644264746,60,40,20,2020-11,2025-10
MS,1.3360508865375385,0.7040163046944125,0.4956389572755758,1.5469705209538236,0.8074469837551566,0.1769689411521,60,40,20,2020-11,2025-10
MOS,1.0193154595037268,0.39803995628066463,0.15843580679591332,2.301085307706804,1.2923197832821918,0.3084690307139939,60,40,20,2020-11,2025-10
MSI,0.9748629986593891,0.706571826407742,0.4992437458731724,0.7288408410610973,0.9601129255238623,0.12819953932394276,60,40,20,2020-11,2025-10
MSCI,1.3443067488872074,0.7274040723538866,0.5291166844770183,1.2975189241520877,0.7578404324495218,0.16651957944728776,60,40,20,2020-11,2025-10
NDAQ,0.9883962120127999,0.6690725788127364,0.44765811571912567,0.7889972592418794,1.026644393311025,0.14416101551516108,60,40,20,2020-11,2025-10
NTAP,1.4665384625260487,0.728785154405346,0.5311278012816242,1.7096864627595856,1.0268250218700556,0.18092858417815535,60,40,20,2020-11,2025-10
NFLX,1.5907868628535116,0.5876538967628006,0.34533710238050425,1.6403630119048265,2.761862733678494,0.28759759030526355,60,40,20,2020-11,2025-10
NEM,0.339131703283531,0.14814132937856506,0.021945853470048512,-0.5586021437003769,0.009285173615033839,0.29727583393768847,60,40,20,2020-11,2025-10
NWSA,1.1671266150381998,0.6256767619025063,0.3914714103848057,2.1875583513622856,1.332540029961389,0.19107085376560165,60,40,20,2020-11,2025-10
NWS,1.1608111435651538,0.6168012831319034,0.3804438228731625,2.1694704584624045,1.490438480336624,0.19451032029038715,60,40,20,2020-11,2025-10
NEE,0.6853329337367586,0.42765242389749,0.18288659566539842,0.031294407986389695,0.7103805008053498,0.19021196633353682,60,40,20,2020-11,2025-10
NKE,1.301236271702938,0.6348578531454815,0.4030444937004899,1.5941027197449587,1.2117268450036003,0.20793933414383098,60,40,20,2020-11,2025-10
NI,0.6208422768193868,0.5442906475978231,0.29625230906245753,0.32664903962339475,1.1522945391089474,0.12564491173732875,60,40,20,2020-11,2025-10
NDSN,0.978505843126631,0.6828987665812654,0.46635072539821354,0.8802235549543461,-0.12339065772840474,0.13744250438847389,60,40,20,2020-11,2025-10
NSC,1.339617345701883,0.7489303118457595,0.5608966120013866,1.5977457282332106,0.4410526202529823,0.15563553077144496,60,40,20,2020-11,2025-10
NTRS,1.3266040859793669,0.7420505198418803,0.5506389739976046,1.600805254215898,1.1628782381446294,0.15735899071345602,60,40,20,2020-11,2025-10
NOC,0.06901598315489216,0.05008943821881177,0.0025089518210761608,-0.10539848219364673,-0.37278906027852005,0.18069412186703596,60,40,20,2020-11,2025-10
NCLH,2.237747255882026,0.5941253250771429,0.35298490189802084,3.1559182658358695,0.6530344218231735,0.39781044241380686,60,40,20,2020-11,2025-10
NRG,1.1652863504049833,0.45409253266731736,0.20620002822421868,0.5831369794846173,1.9198630912517238,0.30021324026173507,60,40,20,2020-11,2025-10
NUE,1.7958754113288475,0.6003376824518005,0.3604053329715989,2.226945546066319,1.4397373451651894,0.3141369480378934,60,40,20,2020-11,2025-10
NVDA,2.109453180854149,0.6592760881436158,0.4346449603979487,1.2418643166269756,4.24987773741964,0.315899692826898,60,40,20,2020-11,2025-10
NVR,0.9439569818788724,0.6195782733439995,0.3838772367999318,0.8136023054263488,0.4585873671817507,0.1570274772338638,60,40,20,2020-11,2025-10
NXPI,1.4839858594101392,0.6878602120632814,0.47315167133974245,1.6851203362105178,1.5687031660358226,0.20561669772704544,60,40,20,2020-11,2025-10
ORLY,0.5827359650454762,0.45046659092279817,0.2029201495376077,0.368747615764899,0.5395656727248875,0.15165130581482603,60,40,20,2020-11,2025-10
OXY,0.9223923932293158,0.2917863986887387,0.08513930245974356,2.204590998007591,0.3307342500108722,0.39702162032428906,60,40,20,2020-11,2025-10
ODFL,1.222572573996213,0.6142426145365992,0.3772939895127575,1.6161423412739464,0.5633276295671047,0.20623493669060441,60,40,20,2020-11,2025-10
OMC,0.9522566446384186,0.5437653917741335,0.29568080129127694,1.617905134906439,0.5047218326515538,0.19298040572251146,60,40,20,2020-11,2025-10
ON,1.5542498577078188,0.547158043482701,0.2993819245478175,1.636987092304545,1.9262161131900495,0.3122013095207503,60,40,20,2020-11,2025-10
OKE,1.0668458051548655,0.5830495582673033,0.3399467873956978,1.785854500395506,1.1124194217003835,0.19519633587911855,60,40,20,2020-11,2025-10
ORCL,1.5252616984878615,0.6642066913111581,0.441170528782516,1.0324942357446163,1.146730597203677,0.22540667474597095,60,40,20,2020-11,2025-10
OTIS,1.001684795293227,0.6887661340801947,0.47439878745577674,1.2609732205573227,0.3908000316185064,0.1384437896759853,60,40,20,2020-11,2025-10
PCAR,0.952595851579237,0.618378413054959,0.3823918617323696,1.5338099034628256,0.35929712244385115,0.15896330139512502,60,40,20,2020-11,2025-10
PKG,0.9351776327217539,0.6084002422142392,0.370150854726345,1.0507576125025755,0.6704172872825427,0.16018026509307015,60,40,20,2020-11,2025-10
PLTR,2.626996887989188,0.3896953472058958,0.15186246363392375,5.340360923417018,2.3876602861757665,0.8151799384982504,60,40,20,2020-11,2025-10
PANW,0.942508641154968,0.4256223751780832,0.18115440625223303,1.5439117029686544,2.033994050178864,0.2631163894861714,60,40,20,2020-11,2025-10
PSKY,1.2827750263124973,0.38327641271237173,0.14690080854166435,1.0538562496013224,2.4934395360023753,0.40590478554091614,60,40,20,2020-11,2025-10
PH,1.3737773675673801,0.752824930688583,0.56674537626627,2.246626983447357,0.8990735750356988,0.15771753136912783,60,40,20,2020-11,2025-10
PAYX,0.9415780416148783,0.6720177341967947,0.4516078350749939,1.0349856881641541,0.8189280036592957,0.13624080832999347,60,40,20,2020-11,2025-10
PAYC,0.8975455104526858,0.35766414454955997,0.1279236402963686,0.6273918521602226,0.6687198105267729,0.3077119300406095,60,40,20,2020-11,2025-10
PYPL,1.4461851081284398,0.5849010997913461,0.3421092965371262,1.0188650941113417,0.6375139058853999,0.2633324168825605,60,40,20,2020-11,2025-10
PNR,1.1460269953028248,0.6941120757950556,0.4817915737645212,0.7813056240555444,0.9713550251882218,0.15606427032188433,60,40,20,2020-11,2025-10
PEP,0.4505132815054077,0.4481113424982178,0.20080377527555512,0.5287474779969648,-0.43340445553051754,0.11801422999644798,60,40,20,2020-11,2025-10
PFE,0.5480345823119661,0.35153180309275794,0.12357460858564558,0.14520587689532674,0.6966827865905425,0.19164029091888252,60,40,20,2020-11,2025-10
PCG,0.5869512283734137,0.2938539597650482,0.08635014966959859,1.9645742006561195,-0.22966242660462194,0.2506954001533783,60,40,20,2020-11,2025-10
PM,0.44812204847641257,0.31757903215665667,0.10085644166555877,0.5348888191591906,0.5024723808892431,0.17568917908326212,60,40,20,2020-11,2025-10
PSX,1.0898247910564056,0.49017088169472156,0.24026749326138078,1.6286496794155763,0.25723402743632695,0.2544635208469572,60,40,20,2020-11,2025-10
PNW,0.49941457809002243,0.36969650150850336,0.13667550322762692,-0.04126294228765454,0.9742949939812956,0.16481203047918874,60,40,20,2020-11,2025-10
PNC,1.1315096404977794,0.6087314964820072,0.37055403480922394,1.4519167433470672,0.18343047539428634,0.19364117778866988,60,40,20,2020-11,2025-10
POOL,1.141460660543138,0.5601967003615873,0.31382034309601015,0.9547980207608617,0.669229808193557,0.22162835576781656,60,40,20,2020-11,2025-10
PPG,1.19653382612903,0.7293587558117347,0.5319641946792418,1.7663268336541655,0.6959743493586147,0.147370080975471,60,40,20,2020-11,2025-10
PPL,0.6687643553879461,0.5441974183325675,0.2961508301198315,0.4071936561392955,0.4822846401462759,0.13537623915323918,60,40,20,2020-11,2025-10
PFG,1.028229362800485,0.5942316039715149,0.35311119915855943,1.6059445463852344,0.35167616273718094,0.1827406121298804,60,40,20,2020-11,2025-10
PG,0.36640231081658287,0.33045876286324455,0.10920299395310613,0.42223165067013885,-0.024643622623124153,0.13740935749106326,60,40,20,2020-11,2025-10
